id,product_code,product_weight_kg,fat_content,shelf_visibility,product_category,product_price,store_code,store_age_years,store_size,store_location_tier,store_format,total_sales,relative_category_price,relative_product_price
row_00668,PRD-ZKEARJ,16.261,Low Fat,0.0167,Health And Hygiene,105.84,STORE-AGY,45,Large,Tier_3,Standard Supermarket,961.22,0.7648517279054363,0.9794105399528062
row_00669,PRD-EVZUBR,17.148,Low Fat,0.0572,Frozen Foods,43.21,STORE-YLW,35,Small,Tier_1,Standard Supermarket,402.94,0.3358477220881474,1.0327849261044497
row_00671,PRD-YP2KNW,12.3145,Regular,0.1036,Fruits And Vegetables,162.72,STORE-T5G,47,Small,Tier_1,Corner Shop,467.81,1.150080975656122,0.9974408091333998
row_00672,PRD-VHT24B,7.209,Low Fat,0.0491,Dairy,158.01,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2112.92,1.1149533911439393,1.0020928462709286
row_00675,PRD-J2E42T,13.353,Low Fat,0.1403,Frozen Foods,147.86,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4023.14,1.0127709904222397,1.0071063684867747
row_00676,PRD-LQY3T3,16.537000000000003,Low Fat,0.1611,Household,191.55,STORE-T5G,47,Small,Tier_1,Corner Shop,194.16,1.237146218254792,0.9902167310699562
row_00677,PRD-52DNR9,8.837,Regular,0.1109,Soft Drinks,125.75,STORE-HL7,23,Medium,Tier_3,Superstore,1649.43,0.9450552754000047,1.0254591121114265
row_00678,PRD-9IT02F,17.11,Low Fat,0.0662,Household,112.32,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1284.59,0.740812137010552,0.9760449555368884
row_00679,PRD-RLBUOB,7.583,Regular,0.0205,Seafood,182.13,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4569.19,1.5277531455961655,1.005909643212195
row_00680,PRD-YC4OM3,12.136,Low Fat,0.0118,Dairy,166.39,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3289.1,1.1276588420449078,1.0008722066829077
row_00682,PRD-RLM5MP,20.236,Regular,0.0566,Breads,103.53,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2360.87,0.729094286979034,1.00232355503921
row_00685,PRD-NSQDTZ,17.937,Low Fat,0.0475,Snack Foods,118.32,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2599.37,0.8225125128678428,1.0291231172897668
row_00686,PRD-RACGN7,11.989,Low Fat,0.0594,Health And Hygiene,83.07,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1191.86,0.6768182808636419,1.0336267769931873
row_00687,PRD-322N64,17.366999999999997,Low Fat,0.0,Dairy,90.01,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2069.77,0.6555976914124662,1.0057826074810738
row_00688,PRD-E7QYO7,10.34,Regular,0.0429,Fruits And Vegetables,117.2,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1904.9,0.8319656537319196,0.9871801351055406
row_00691,PRD-T5J284,13.078,Regular,0.1528,Snack Foods,184.25,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3957.62,1.2415538531870083,1.020696455676568
row_00692,PRD-VHT24B,7.143,Low Fat,0.048,Dairy,159.67,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2377.9,0.9890454218207998,1.0126204972095383
row_00693,PRD-Y7084P,18.5904,Low Fat,0.0463,Meat,90.5,STORE-T5G,47,Small,Tier_1,Corner Shop,175.06,0.6238031161685332,1.018265011439073
row_00694,PRD-7VMGGA,11.256,Low Fat,0.0359,Health And Hygiene,101.11,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3013.35,0.8238003656930641,1.0221833884548173
row_00695,PRD-FL9NP6,7.401,Low Fat,0.0568,Health And Hygiene,55.72,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,623.44,0.44654007817738745,0.963888768758379
row_00696,PRD-Y0IY1L,8.419,Low Fat,0.0298,Snack Foods,188.81,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3630.89,1.3125303207790517,1.0185245123424822
row_00697,PRD-6O3NRD,11.248,Low Fat,0.0073,Meat,196.42,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2303.94,1.2428188695016542,1.0045443918405517
row_00699,PRD-R73A70,18.827,Regular,0.0265,Meat,199.22,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2796.12,1.4542940332376695,1.018637351399719
row_00701,PRD-N7P05D,11.495,Regular,0.0239,Dairy,182.15,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3387.08,1.2690619504151774,0.9963896942180406
row_00703,PRD-52DNR9,9.015,Regular,0.1104,Soft Drinks,123.3,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1068.69,0.9156359882816415,1.005479988257168
row_00706,PRD-ET6ZI7,17.477,Low Fat,0.1312,Fruits And Vegetables,111.7,STORE-HL7,23,Medium,Tier_3,Superstore,1814.99,0.7997824879584637,0.9989140849568828
row_00707,PRD-U3P1ZC,16.73,Low Fat,0.1282,Breads,89.45,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1540.87,0.6299380273377242,0.9990878460135146
row_00708,PRD-S1AWP0,15.698399999999998,Low Fat,0.214,Frozen Foods,78.71,STORE-T5G,47,Small,Tier_1,Corner Shop,229.13,0.5923961079311902,1.0176575977540128
row_00709,PRD-KTGBTY,11.829,Low Fat,0.0193,Hard Drinks,41.57,STORE-YLW,35,Small,Tier_1,Standard Supermarket,312.56,0.32554292230961623,1.0498137508681105
row_00712,PRD-V3OJ57,8.818,Low Fat,0.0401,Frozen Foods,53.13,STORE-HL7,23,Medium,Tier_3,Superstore,585.36,0.3678553493349319,0.9893486276116347
row_00715,PRD-IYIJE7,12.728,Low Fat,0.095,Snack Foods,212.13,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4367.7,1.4643447141222259,1.0175686857663664
row_00717,PRD-RACGN7,11.928,Low Fat,0.0585,Health And Hygiene,78.79,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1257.74,0.6152986985627164,0.9803714187949109
row_00718,PRD-V3ISY0,11.567,Low Fat,0.0097,Health And Hygiene,48.76,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,757.96,0.39076263840505043,1.0079933847850053
row_00719,PRD-C0AR0O,5.093,Regular,0.0294,Snack Foods,106.96,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2263.97,0.7420116843649944,0.9914194915254236
row_00722,PRD-098QST,7.014,Low Fat,0.0223,Frozen Foods,264.46,STORE-HL7,23,Medium,Tier_3,Superstore,5535.33,1.8310375623022037,0.9994079486049002
row_00724,PRD-ATSWZZ,11.101,Low Fat,0.0482,Household,121.07,STORE-JOR,34,Small,Tier_3,Corner Shop,364.74,0.8287600234695872,1.036487226902267
row_00725,PRD-0HHXSC,20.123,Low Fat,0.027,Household,74.91,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1632.36,0.5013380997269933,1.0112431056427664
row_00726,PRD-8YT0FG,11.013,Low Fat,0.0206,Health And Hygiene,259.33,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4201.96,1.8740457161537867,1.01945907697146
row_00727,PRD-PPPTFE,12.047,Regular,0.1646,Canned,118.72,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2410.06,0.9358107239736039,1.0153517211887964
row_00728,PRD-6AOBHT,19.762,Low Fat,0.0,Household,124.5,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1970.18,0.8332211108798647,0.9686077722021239
row_00729,PRD-JLQFJT,18.976,Low Fat,0.0418,Household,126.51,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1044.94,0.842794165353601,0.9759064026742094
row_00731,PRD-ZLVU35,13.70675,Low Fat,0.0151,Breads,225.6,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3384.19,1.6184760564546168,0.9807309836653516
row_00734,PRD-M5VWIP,5.834,Low Fat,0.0689,Frozen Foods,117.84,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2022.77,0.8071482044593312,0.9725982172334104
row_00735,PRD-CBFCQN,13.026,Low Fat,0.0222,Baking Goods,116.95,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1974.57,0.9540387632981915,0.9971437097668074
row_00736,PRD-HCAZ89,13.645,Regular,0.0306,Snack Foods,79.95,STORE-JOR,34,Small,Tier_3,Corner Shop,151.86,0.5301787421865778,0.9929210134128168
row_00737,PRD-SUDBCI,13.129,Low Fat,0.046,Snack Foods,179.69,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2627.84,1.2108266587743475,0.9921138114124283
row_00738,PRD-MHBMBN,10.233,Regular,0.0388,Snack Foods,125.94,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1460.22,0.869370543046967,0.9938603828974573
row_00739,PRD-0V4GIA,9.324,Low Fat,0.175,Snack Foods,184.61,STORE-JOR,34,Small,Tier_3,Corner Shop,356.68,1.224218856723754,0.9964914174673433
row_00740,PRD-RY40KH,12.305,Low Fat,0.0496,Fruits And Vegetables,102.16,STORE-JOR,34,Small,Tier_3,Corner Shop,422.41,0.7631181984099288,0.9842794058610999
row_00742,PRD-AFT69N,11.816,Regular,0.0144,Frozen Foods,178.54,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3861.15,1.4266007160402816,0.9928155167044798
row_00743,PRD-YY4QJ7,12.965,Regular,0.198,Breads,141.34,STORE-JOR,34,Small,Tier_3,Corner Shop,276.72,0.939708571111973,0.9934980494148246
row_00744,PRD-2H3TZR,9.658,Low Fat,0.1536,Soft Drinks,169.79,STORE-JOR,34,Small,Tier_3,Corner Shop,334.98,1.2320800884711727,1.0170720019168564
row_00745,PRD-6RDQYB,10.418,Regular,0.0126,Meat,198.95,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2639.1,1.4523230494560504,1.010873431228088
row_00746,PRD-TC2QWF,15.218,Regular,0.1606,Canned,185.81,STORE-HL7,23,Medium,Tier_3,Superstore,1239.4,1.3994402345961259,1.0027522935779818
row_00747,PRD-T6T18U,12.453,Low Fat,0.0288,Canned,76.08,STORE-HL7,23,Medium,Tier_3,Superstore,603.59,0.5730015233199142,1.0116572846948273
row_00748,PRD-YFXOBU,8.866,Regular,0.0673,Fruits And Vegetables,197.89,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2652.11,1.404758389223631,1.0051938486545517
row_00749,PRD-4KDSBS,6.33,Low Fat,0.0479,Baking Goods,99.71,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1344.26,0.8032730351259788,1.003482146451431
row_00750,PRD-58B6PJ,16.003,Regular,0.0671,Dairy,74.65,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1781.82,0.5241225618048819,0.9607217317443567
row_00751,PRD-6MLGK8,19.4538,Regular,0.0235,Fruits And Vegetables,180.67,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4507.15,1.3682872255390242,0.991013393061206
row_00752,PRD-C3DXMR,17.033,Low Fat,0.0368,Snack Foods,88.81,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2042.6,0.6173709961781028,0.9915814389710152
row_00754,PRD-X5M8PJ,4.955,Regular,0.1308,Snack Foods,141.87,STORE-HL7,23,Medium,Tier_3,Superstore,556.31,0.9861324866738189,1.0051246929907425
row_00756,PRD-53EF9P,12.221,Low Fat,0.0283,Household,149.15,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1220.01,1.0195387400233968,0.9870402029449072
row_00757,PRD-XSDJWS,18.175,Low Fat,0.0916,Frozen Foods,194.24,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2277.44,1.4249785693253432,0.995120201852018
row_00758,PRD-6RX35U,13.953,Regular,0.0739,Frozen Foods,195.46,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3892.22,1.4339287024316907,1.0004913904301713
row_00759,PRD-LJZEJB,6.637,Low Fat,0.1505,Dairy,195.11,STORE-JOR,34,Small,Tier_3,Corner Shop,786.44,1.2760505131139819,0.9936594433551476
row_00761,PRD-UMPYO0,7.945,Low Fat,0.0451,Baking Goods,92.5,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2472.68,0.783729241766029,0.991446761988467
row_00762,PRD-PUWBWJ,12.41,Regular,0.0727,Dairy,249.22,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4746.17,1.6890145838958588,0.9892528604459616
row_00763,PRD-G52EFU,16.303,Low Fat,0.0569,Fruits And Vegetables,125.82,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1363.35,0.893156301642919,1.0091595951170214
row_00765,PRD-F7NY03,16.462,Regular,0.051,Frozen Foods,113.96,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2366.31,0.8413251831377081,0.9960232486999082
row_00766,PRD-R08XCC,18.64,Regular,0.1774,Meat,49.14,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1344.96,0.3651018735909857,0.9998982602502798
row_00767,PRD-W3QN3T,15.905,Low Fat,0.0411,Snack Foods,139.32,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2716.92,0.9387966503447164,0.9867554359373893
row_00769,PRD-1HOH9O,14.242,Low Fat,0.045,Household,195.56,STORE-JOR,34,Small,Tier_3,Corner Shop,609.92,1.3386661451202817,0.999233559858975
row_00772,PRD-6AOBHT,20.36,Low Fat,0.0407,Household,130.53,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2780.83,0.8695749142645287,1.0155210643015522
row_00773,PRD-PCHMB2,13.895,Regular,0.0327,Canned,97.29,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2475.13,0.6630429286544978,0.9756073102860439
row_00775,PRD-UIB5SQ,10.227,Low Fat,0.0284,Meat,74.84,STORE-YLW,35,Small,Tier_1,Standard Supermarket,796.06,0.47353917214898594,0.9941551540913922
row_00776,PRD-RD47WO,15.834,Regular,0.1032,Snack Foods,168.23,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3838.22,1.1842140407500559,0.9800115052173975
row_00777,PRD-AANYGU,12.73675,Low Fat,0.0608,Snack Foods,174.54,STORE-T5G,47,Small,Tier_1,Corner Shop,537.6,1.238963040749596,1.018220709771512
row_00778,PRD-C3Y7HA,16.796,Low Fat,0.0205,Fruits And Vegetables,53.71,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,749.17,0.3790435695445444,1.0532749379003792
row_00779,PRD-HYF9SX,16.85,Regular,0.0246,Soft Drinks,39.94,STORE-9RG,28,Small,Tier_2,Standard Supermarket,755.13,0.2973955550756985,1.0173574469633564
row_00780,PRD-KTGBTY,11.578,Low Fat,0.0,Hard Drinks,38.47,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1062.53,0.2735821825833413,0.9715259801755162
row_00781,PRD-YOZV8C,17.832,Low Fat,0.1692,Household,170.96,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2886.59,1.12757516865495,0.9685364454610476
row_00782,PRD-95CTT5,7.889,Low Fat,0.0708,Fruits And Vegetables,188.85,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2633.33,1.3078070014274206,0.9848966862411731
row_00784,PRD-MQEEB6,17.1875,Low Fat,0.0743,Canned,78.45,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2346.04,0.591169670963394,1.0055371837268323
row_00785,PRD-NAMSQE,12.264,Regular,0.1865,Baking Goods,76.95,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1414.03,0.5946000244457214,0.9819852393815004
row_00786,PRD-VDCG3B,21.056,Regular,0.1317,Seafood,236.27,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2425.92,1.6569387673318907,1.0006352702015924
row_00787,PRD-L9CYMT,19.84,Low Fat,0.0441,Dairy,87.7,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1168.45,0.5747275963927307,0.9835881715204307
row_00788,PRD-U2HRJK,5.261,Regular,0.0253,Breads,95.01,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1206.16,0.6283979522996944,0.9845935956337006
row_00789,PRD-NMRS5Y,8.265,Low Fat,0.0325,Baking Goods,91.04,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1068.64,0.7224145891043399,0.9787405595721236
row_00790,PRD-6AOBHT,20.187,Low Fat,0.0394,Household,128.18,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1014.32,0.8747217677457838,0.9972381063523554
row_00791,PRD-UM4ULZ,13.375,Regular,0.0749,Fruits And Vegetables,61.37,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1334.95,0.42499399352714223,1.007634841146047
row_00792,PRD-0YLTZ9,20.76833333333333,Low Fat,0.0913,Dairy,76.01,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2571.71,0.553627158363088,0.9960425621134292
row_00793,PRD-SIIAEB,12.383,Low Fat,0.0949,Snack Foods,119.68,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2485.64,0.8424581608331849,1.0023114803524171
row_00794,PRD-1LWNLR,11.34,Low Fat,0.055,Baking Goods,247.55,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5858.87,1.9643423938134812,1.0080218258815865
row_00795,PRD-S2MXCB,12.231,Low Fat,0.0849,Household,180.41,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4021.64,1.2946002986345186,1.0250859399414756
row_00797,PRD-OONR06,9.753,Regular,0.0609,Frozen Foods,227.46,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3302.82,1.5579933009701246,0.9869968323762963
row_00798,PRD-E42X6G,11.33275,Regular,0.1117,Dairy,86.25,STORE-T5G,47,Small,Tier_1,Corner Shop,357.83,0.6343322403116906,0.9634718498659518
row_00799,PRD-UT6HR4,13.8955,Low Fat,0.0517,Health And Hygiene,127.46,STORE-T5G,47,Small,Tier_1,Corner Shop,130.32,0.9838793840757584,0.9830199107934753
row_00800,PRD-1NG2QG,7.831,Regular,0.2425,Frozen Foods,154.16,STORE-JOR,34,Small,Tier_3,Corner Shop,627.58,1.1677018633540375,0.9975948834650934
row_00802,PRD-6HEP2U,18.427,Low Fat,0.0126,Snack Foods,144.76,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3509.4,0.9754536542054345,1.0124138895688357
row_00803,PRD-FUDM7O,20.004,Regular,0.0226,Fruits And Vegetables,219.2,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3676.06,1.5774465443881729,0.995300474493155
row_00805,PRD-30D7TU,19.21,Low Fat,0.0128,Fruits And Vegetables,191.2,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4870.76,1.3240810096527553,1.0057687924111447
row_00806,PRD-HCW81X,8.419,Low Fat,0.0106,Hard Drinks,147.17,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2920.53,1.046177687419139,0.9921573033707863
row_00807,PRD-N6HW1H,12.365,Regular,0.1099,Starchy Foods,90.82,STORE-T5G,47,Small,Tier_1,Corner Shop,187.45,0.535597918233152,0.9824538629627225
row_00809,PRD-F1RCAV,8.944500000000001,Low Fat,0.083,Hard Drinks,151.62,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2348.45,1.0782565771584667,0.9822620142784955
row_00810,PRD-V5WMKZ,6.302,Low Fat,0.1041,Breakfast,131.18,STORE-JOR,34,Small,Tier_3,Corner Shop,125.69,0.8070504637248721,0.9999542634122544
row_00811,PRD-UE8YM7,20.701,Low Fat,0.0439,Dairy,174.54,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2562.45,1.143819323539193,0.9812141030085544
row_00813,PRD-CPCMJT,19.744,Low Fat,0.0944,Household,250.94,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3440.94,1.67173162480304,0.9929435350910746
row_00817,PRD-BH7RPX,5.048,Low Fat,0.0353,Household,164.77,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2159.77,1.079136684970658,1.0010084809603657
row_00818,PRD-ORDJGF,19.873,Low Fat,0.0052,Dairy,267.26,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2684.64,1.8620340206860295,0.9995031387738746
row_00820,PRD-ATSN1U,19.542,Low Fat,0.0239,Soft Drinks,84.8,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1061.92,0.7653876580178286,1.0233512339347128
row_00821,PRD-VRHX1Z,7.815,Low Fat,0.1224,Fruits And Vegetables,116.6,STORE-YLW,35,Small,Tier_1,Standard Supermarket,961.76,0.7479442090342702,0.9802025976209491
row_00822,PRD-1ZL2WT,13.213,Regular,0.0441,Fruits And Vegetables,158.74,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3640.81,1.0182561212873076,1.0113864945798101
row_00823,PRD-W10HOA,6.686,Low Fat,0.0421,Snack Foods,93.54,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2319.44,0.6502520322317277,1.0174817024847327
row_00824,PRD-BVGKP7,15.891,Regular,0.0246,Fruits And Vegetables,100.54,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1310.35,0.7095334291939768,1.0309257208482014
row_00827,PRD-PD4RXB,16.024,Regular,0.127,Baking Goods,61.96,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2700.15,0.4746576391878187,1.0350818576678917
row_00828,PRD-25OW9Y,12.375,Low Fat,0.0366,Meat,65.54,STORE-9RG,28,Small,Tier_2,Standard Supermarket,895.71,0.43741636063071365,1.0153054901474783
row_00829,PRD-8KQGUY,7.798999999999999,Low Fat,0.0503,Household,118.99,STORE-T5G,47,Small,Tier_1,Corner Shop,370.2,0.768509676377644,0.9930729427474545
row_00830,PRD-Y7T0DJ,13.961,Low Fat,0.1269,Fruits And Vegetables,90.47,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3088.47,0.6851660225522528,1.0414891902470471
row_00831,PRD-UMPYO0,7.858,Low Fat,0.042,Baking Goods,90.4,STORE-HL7,23,Medium,Tier_3,Superstore,1389.62,0.7119953834199952,0.9689382409054856
row_00833,PRD-ZJZCZV,8.539,Low Fat,0.0377,Snack Foods,100.58,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1234.84,0.6977518251068731,1.0052255853797831
row_00834,PRD-W103DG,8.305,Low Fat,0.0172,Soft Drinks,192.85,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3639.69,1.740625116140781,0.9696704578594342
row_00836,PRD-639BCP,21.375,Regular,0.0607,Baking Goods,92.34,STORE-AGY,45,Large,Tier_3,Standard Supermarket,643.14,0.743899629561056,1.0439088360314732
row_00837,PRD-TUWAR7,11.013,Low Fat,0.0658,Household,35.86,STORE-HL7,23,Medium,Tier_3,Superstore,374.96,0.2467969325974685,0.9848942598187312
row_00838,PRD-KGPPR8,19.631,Regular,0.0639,Baking Goods,163.55,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3160.56,1.3683881073861692,0.9945393072582215
row_00839,PRD-Z8TUBC,20.385,Low Fat,0.0217,Household,79.51,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1191.92,0.5207389562542758,1.0403323411075855
row_00841,PRD-GLI4UP,13.99,Low Fat,0.0384,Starchy Foods,128.78,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2648.51,0.8930604232346995,1.0244756171939222
row_00842,PRD-GZGU9E,13.2242,Low Fat,0.1801,Dairy,234.1,STORE-T5G,47,Small,Tier_1,Corner Shop,953.76,1.7217064052981652,1.032665034517744
row_00843,PRD-3MS556,17.835,Regular,0.0646,Baking Goods,159.27,STORE-JOR,34,Small,Tier_3,Corner Shop,320.8,1.2815932407966206,1.004984856133266
row_00846,PRD-THVKB8,8.863,Regular,0.0902,Dairy,266.31,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1909.61,1.6496066029003396,1.0205168687441561
row_00847,PRD-7MBAPO,9.935,Regular,0.0,Fruits And Vegetables,218.78,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3476.3,1.5744240646954584,0.9697372649402171
row_00849,PRD-9WWKQF,17.659,Low Fat,0.0703,Canned,156.37,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4055.98,1.130276599845798,0.9989299688573027
row_00850,PRD-MDLMQ0,15.981,Low Fat,0.0574,Health And Hygiene,146.53,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2501.31,1.0588976161185146,0.981841329402305
row_00852,PRD-F26B46,18.425,Low Fat,0.0592,Dairy,84.01,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1799.56,0.5693528416382758,0.9777131219086412
row_00853,PRD-Y0PRZV,6.593249999999999,Regular,0.0774,Breads,142.81,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3771.48,1.024532649034946,0.9891373359345239
row_00854,PRD-PCUYHY,15.264,Low Fat,0.0923,Baking Goods,157.45,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2685.4,1.3340342607141757,0.9972027233862881
row_00855,PRD-ZE8YM4,10.892,Low Fat,0.0732,Others,68.17,STORE-HL7,23,Medium,Tier_3,Superstore,132.57,0.5178541754699154,1.0099633319752583
row_00857,PRD-EDLQ9E,7.947,Regular,0.0524,Breads,251.84,STORE-JOR,34,Small,Tier_3,Corner Shop,245.96,1.6743753116516151,1.0154633979153647
row_00858,PRD-HBRPOI,11.709,Low Fat,0.0,Soft Drinks,141.31,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,3892.63,1.1506488083431636,0.99951901993238
row_00859,PRD-N5F3DX,16.697,Regular,0.0159,Snack Foods,232.44,STORE-HL7,23,Medium,Tier_3,Superstore,2669.97,1.6156808007504226,0.9983892790412989
row_00860,PRD-VDV7PE,11.155,Low Fat,0.0379,Health And Hygiene,39.61,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,507.16,0.31743453870434885,0.9854704682290888
row_00861,PRD-0KDULB,20.448,Low Fat,0.0708,Household,90.54,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2006.03,0.6189006873732374,0.9762251334303736
row_00862,PRD-CX9J1I,14.264,Low Fat,0.0961,Soft Drinks,174.16,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2340.15,1.3352270004734166,1.0060538841905817
row_00863,PRD-VRURQT,16.496,Regular,0.0606,Dairy,178.39,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2257.32,1.1690496684207436,0.9944809900769316
row_00864,PRD-UH8IUN,7.956,Regular,0.0415,Meat,84.75,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1026.32,0.570444370139091,0.9701236263736264
row_00865,PRD-ZGIUDT,15.117,Low Fat,0.0928,Health And Hygiene,114.08,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,782.62,0.8566809040181821,0.9904841286379107
row_00866,PRD-25OW9Y,12.209666666666664,Low Fat,0.0388,Meat,66.1,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2497.7,0.4851443511241415,1.0239806667492874
row_00867,PRD-3A1DU1,5.793,Low Fat,0.0769,Household,164.68,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1166.65,1.0785472433147294,0.9689196146208723
row_00870,PRD-A0G7G2,16.389,Low Fat,0.0348,Fruits And Vegetables,264.33,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,4258.64,1.8654363570603127,1.0210127853528526
row_00871,PRD-R2JCPS,8.76,Low Fat,0.0219,Canned,52.08,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,955.99,0.35259310746371725,0.9905534774614849
row_00872,PRD-40V1GK,17.654,Low Fat,0.0266,Snack Foods,252.2,STORE-HL7,23,Medium,Tier_3,Superstore,3744.86,1.753031741306387,0.9977745907719697
row_00873,PRD-29S85M,19.61,Low Fat,0.0663,Snack Foods,175.34,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2701.68,1.2163830285766468,0.9870302402557924
row_00876,PRD-44P39J,11.569,Regular,0.0696,Frozen Foods,254.98,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4925.05,1.8705778192266063,0.9849514107707503
